"","domain","phylum","class","order","family","genus","species","strain"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_C_4_1831.340.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Bariatricus","Unknown_Bariatricus","Bariatricus sp._2"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_22_2249.145.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","CAG-115","Unknown_CAG-115","CAG-115 sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_22_2249.39.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Unknown_Roseburia","Roseburia sp._3"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_14_1915.37.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","UMGS1217","Unknown_UMGS1217","UMGS1217 sp._2"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_M_20_1921.63.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-776","Unknown_CAG-776","CAG-776 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_23_2151.147.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","UMGS363","UMGS363 sp900541495","UMGS363 sp900541495"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_B_17_2661.106.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","Unknown_CAG-508","Unknown_CAG-508","CAG-508 unk genus_5"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_18_2626.29.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter sp900552085","Agathobacter sp900552085"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_18_1651.52.fa","Bacteria","Cyanobacteria","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","CAG-196","Unknown_CAG-196","CAG-196 sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_22_1655.158.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Unknown_Dorea","Dorea sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_24_1660.102.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia_A","Unknown_Blautia_A","Blautia_A sp._6"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_13_CHE0014TZ.172.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Lawsonibacter","Lawsonibacter sp900550705","Lawsonibacter sp900550705"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_17_CHE1007SZ.279.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","CAG-110","Unknown_CAG-110","CAG-110 sp._23"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_19_CHE1008TZ.130.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger","Gemmiger sp900554145","Gemmiger sp900554145"
"GUT_GENOME000676.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia_A","Blautia_A massiliensis","Blautia_A massiliensis"
"GUT_GENOME015477.fna","Bacteria","Cyanobacteria","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Zag1","Unknown_Zag1","Zag1 sp._2"
"GUT_GENOME018700.fna","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parolsenella","Parolsenella massiliensis","Parolsenella massiliensis"
"GUT_GENOME082983.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UMGS1279","UMGS1279 sp900550315","UMGS1279 sp900550315"
"GUT_GENOME092292.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus_D","Ruminococcus_D sp900539095","Ruminococcus_D sp900539095"
"GUT_GENOME092402.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UMGS1491","UMGS1491 sp900554775","UMGS1491 sp900554775"
"GUT_GENOME145985.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia hominis","Roseburia hominis"
"GUT_GENOME258433.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","CAG-710","Unknown_CAG-710","CAG-710 sp._3"
"GUT_GENOME268227.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Unknown_Faecalibacterium","Faecalibacterium sp._26"
"GUT_GENOME273237.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-1000","CAG-1000 sp000434555","CAG-1000 sp000434555"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_10_1110.98.fa","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","Unknown_Borkfalkiaceae","Unknown_Borkfalkiaceae","Borkfalkiaceae unk genus_5"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_21_1577.37.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","CAG-710","Unknown_CAG-710","CAG-710 sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_19_1056.113.fa","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","UBA7597","Unknown_UBA7597","UBA7597 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_D_4_2182.313.fa","Bacteria","Firmicutes_A","Clostridia","UMGS1810","UMGS1810","Unknown_UMGS1810","Unknown_UMGS1810","UMGS1810 unk genus_5"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_17_1727.327.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-533","Unknown_CAG-533","CAG-533 sp._2"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_3_1732.195.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","CAG-877","Unknown_CAG-877","CAG-877 sp._3"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_F_16_1210.238.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","UBA1758","Unknown_UBA1758","Unknown_UBA1758","UBA1758 unk genus_1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_3_1264.67.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","CAG-877","Unknown_CAG-877","CAG-877 sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_17_2510.22.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","TF01-11","Unknown_TF01-11","TF01-11 sp._3"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ.163.fa","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","UBA1242","UBA9845","Unknown_UBA9845","UBA9845 sp."
"GUT_GENOME018678.fna","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia","Senegalimassilia sp004135645","Senegalimassilia sp004135645"
"GUT_GENOME105828.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus sp900548215","Coprococcus sp900548215"
"GUT_GENOME112022.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","UBA1259","Unknown_UBA1259","UBA1259 sp._1"
"GUT_GENOME112985.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","UBA644","Unknown_UBA644","Unknown_UBA644_2","UBA644 unk genus_3"
"GUT_GENOME117056.fna","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Holdemanella sp002299315","Holdemanella sp002299315"
"GUT_GENOME158963.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UMGS856","UMGS856 sp900546265","UMGS856 sp900546265"
"GUT_GENOME236325.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","CAG-314","CAG-1435","CAG-1435 sp003537755","CAG-1435 sp003537755"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_G_11_1585.104.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","UMGS1124","UMGS1124 sp900548725","UMGS1124 sp900548725"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_19_1543.80.fa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia_A","Unknown_Slackia_A","Slackia_A sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.403.fa","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","UBA1242","UBA7868","Unknown_UBA7868","UBA7868 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_12_1156.138.fa","Bacteria","Elusimicrobiota","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","UBA1436","Unknown_UBA1436","UBA1436 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_12_1819.163.fa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parolsenella","Parolsenella sp900552935","Parolsenella sp900552935"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_C_4_1831.354.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-465","CAG-465","Unknown_CAG-465_1","CAG-465 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_D_24_2201.208.fa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia","Unknown_Senegalimassilia","Senegalimassilia sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_12_1914.99.fa","Bacteria","Proteobacteria","Alphaproteobacteria","RF32","CAG-239","RUG410","RUG410 sp900553115","RUG410 sp900553115"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_1_1770.66.fa","Bacteria","Firmicutes_A","Clostridia","UMGS1840","Unknown_UMGS1840","Unknown_UMGS1840","Unknown_UMGS1840","Firmicutes_A unk_3"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_11_2507.77.fa","Bacteria","Proteobacteria","Alphaproteobacteria","RF32","CAG-977","UBA2903","Unknown_UBA2903","UBA2903 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_10_1531.309.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Unknown_Oscillospiraceae","Unknown_Oscillospiraceae","Oscillospiraceae unk genus_9"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_B_15_RAU0016YZ.121.fa","Bacteria","Proteobacteria","Alphaproteobacteria","RF32","CAG-977","UBA2903","Unknown_UBA2903","UBA2903 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_B_7_THA1072JZ.87.fa","Bacteria","Firmicutes","Bacilli","RF39","UBA5348","CAG-1193","CAG-1193 sp000436255","CAG-1193 sp000436255"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_19_RAU1029Y.83.fa","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","CAG-312","CAG-312","CAG-312 sp002405555","CAG-312 sp002405555"
"GUT_GENOME017791.fna","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","UMGS1502","Unknown_UMGS1502","UMGS1502 sp."
"GUT_GENOME017828.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus vestibularis","Streptococcus vestibularis"
"GUT_GENOME017938.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor","Unknown_Acetatifactor","Acetatifactor sp._7"
"GUT_GENOME017995.fna","Bacteria","Firmicutes_A","Clostridia","Monoglobales_A","UBA1381","Unknown_UBA1381","Unknown_UBA1381","UBA1381 unk genus_7"
"GUT_GENOME018115.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Unknown_Faecalibacterium","Faecalibacterium sp._27"
"GUT_GENOME020894.fna","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","Unknown_CAG-269","CAG-269 sp._16"
"GUT_GENOME027723.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus_A","Coprococcus_A catus","Coprococcus_A catus"
"GUT_GENOME030812.fna","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","CAG-269 sp900551615","CAG-269 sp900551615"
"GUT_GENOME065630.fna","Bacteria","Firmicutes_C","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella sp900538355","Veillonella sp900538355"
"GUT_GENOME066545.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus_C","Ruminococcus_C sp000980705","Ruminococcus_C sp000980705"
"GUT_GENOME107646.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","Weissella confusa","Weissella confusa"
"GUT_GENOME141397.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus anginosus_C","Streptococcus anginosus_C"
"GUT_GENOME143740.fna","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter sichuanensis","Enterobacter sichuanensis"
"GUT_GENOME154595.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","CAG-882","CAG-882 sp003486385","CAG-882 sp003486385"
"GUT_GENOME156224.fna","Bacteria","Firmicutes_C","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella parvula","Veillonella parvula"
"GUT_GENOME156655.fna","Bacteria","Firmicutes_C","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Unknown_Veillonella","Veillonella sp._1"
"GUT_GENOME156969.fna","Bacteria","Firmicutes_C","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Unknown_Veillonella","Veillonella sp._2"
"GUT_GENOME212098.fna","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus lutetiensis","Streptococcus lutetiensis"
"GUT_GENOME228036.fna","Bacteria","Firmicutes_C","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Unknown_Veillonella","Veillonella sp._3"
"GUT_GENOME235551.fna","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","CAG-269 sp003525075","CAG-269 sp003525075"
"GUT_GENOME237335.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","CAG-127","CAG-127 sp900539705","CAG-127 sp900539705"
"GUT_GENOME238401.fna","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Catenibacterium","Catenibacterium sp900540685","Catenibacterium sp900540685"
"GUT_GENOME244012.fna","Bacteria","Firmicutes_C","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Unknown_Veillonella","Veillonella sp._4"
"GUT_GENOME259348.fna","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Catenibacterium","Catenibacterium sp000437715","Catenibacterium sp000437715"
"GUT_GENOME259567.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA6398","UBA6398 sp003150315","UBA6398 sp003150315"
"GUT_GENOME260489.fna","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia","Unknown_Senegalimassilia","Senegalimassilia sp._1"
"GUT_GENOME262768.fna","Bacteria","Firmicutes_C","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella sp900545205","Veillonella sp900545205"
"GUT_GENOME268486.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Unknown_Faecalibacterium","Faecalibacterium sp._28"
"GUT_GENOME269072.fna","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-245","Unknown_CAG-245","CAG-245 sp._4"
"GUT_GENOME275252.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-460","CAG-460 sp000438075","CAG-460 sp000438075"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_B_9_1520.40.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","UMGS1217","Unknown_UMGS1217","UMGS1217 sp._3"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_E_5_1556.83.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","Unknown_CAG-269","CAG-269 sp._17"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_F_2_1565.235.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","Unknown_CAG-508","Unknown_CAG-508","CAG-508 unk genus_6"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_13_1594.181.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","Unknown_CAG-269","CAG-269 sp._18"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_6_1603.27.fa","Bacteria","Cyanobacteria","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","CAG-196","Unknown_CAG-196","CAG-196 sp._5"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_7_1597.29.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-245","Unknown_CAG-245","CAG-245 sp._5"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_7_1597.44.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","Unknown_CAG-508","Unknown_CAG-508","CAG-508 unk genus_7"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_19_1578.102.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Unknown_Lachnospiraceae","Unknown_Lachnospiraceae","Lachnospiraceae unk genus_12"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_11_1558.35.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UBA737","UBA737 sp900549755","UBA737 sp900549755_1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.331.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","Unknown_CAG-269","CAG-269 sp._19"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_23_1525.128.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Unknown_Faecalibacterium","Faecalibacterium sp._29"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_N_5_1522.254.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-302","Unknown_CAG-302","Unknown_CAG-302_2","CAG-302 unk genus_9"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_15_1726.135.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-605","Unknown_CAG-605","CAG-605 sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_15_1726.33.fa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Unknown_Collinsella","Collinsella sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_1_1719.63.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","UMGS1217","Unknown_UMGS1217","UMGS1217 sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_9_1723.136.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea sp900550865","Dorea sp900550865"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_1_1731.175.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-793","Unknown_CAG-793","CAG-793 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_6_2308.50.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus_C","Ruminococcus_C sp900545285","Ruminococcus_C sp900545285"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_13_1776.229.fa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia","Unknown_Senegalimassilia","Senegalimassilia sp._2"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_24_1920.232.fa","Bacteria","Firmicutes_C","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella denticariosi","Veillonella denticariosi"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_N_14_2337.96.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia_A","Unknown_Blautia_A","Blautia_A sp._7"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_21_2500.79.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Unknown_Coprococcus","Coprococcus sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_11_2507.371.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","UBA7057","Unknown_UBA7057","UBA7057 sp._3"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_22_2670.23.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Unknown_Roseburia","Roseburia sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_20_1653.51.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Unknown_Ruminococcaceae","Unknown_Ruminococcaceae","Ruminococcaceae unk genus_4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_14_2320.273.fa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","UMGS1502","Unknown_UMGS1502","UMGS1502 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_24_1307.133.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Unknown_Lachnospiraceae","Unknown_Lachnospiraceae","Lachnospiraceae unk genus_13"
